date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:21:08	76866/76866	---MCZ	200	added ('OK')	application/rss+xml	etag:%22106aa96ef923a7f83005504e48a57737-gzip%22	https://www.process.org/discept/category/collective-efforts/feed/	C:/PROCESS/PROCESS/www.process.org/discept/category/collective-efforts/feed/index.html	(from https://www.process.org/discept/category/collective-efforts/)
06:21:16	402510/402510	---MCZ	200	added ('OK')	application/rss+xml	etag:%22106aa96ef923a7f83005504e48a57737-gzip%22	https://www.process.org/discept/category/law/feed/	C:/PROCESS/PROCESS/www.process.org/discept/category/law/feed/index.html	(from https://www.process.org/discept/category/law/)
06:21:26	442281/442281	---MCZ	200	added ('OK')	application/rss+xml	etag:%22106aa96ef923a7f83005504e48a57737-gzip%22	https://www.process.org/discept/category/science/feed/	C:/PROCESS/PROCESS/www.process.org/discept/category/science/feed/index.html	(from https://www.process.org/discept/category/science/)
06:21:26	36428/36428	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:19:38%20GMT	https://www.process.org/discept/author/doug/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/author/doug/page/2/index.html	(from https://www.process.org/discept/author/doug/)
06:21:26	37327/37327	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:19:38%20GMT	https://www.process.org/discept/category/abnormal-sociology/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/category/abnormal-sociology/page/2/index.html	(from https://www.process.org/discept/category/abnormal-sociology/)
06:21:26	32515/32515	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:19:51%20GMT	https://www.process.org/discept/category/law/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/category/law/page/2/index.html	(from https://www.process.org/discept/category/law/)
06:21:26	35112/35112	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:20:08%20GMT	https://www.process.org/discept/category/science/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/category/science/page/2/index.html	(from https://www.process.org/discept/category/science/)
06:21:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:11%20GMT	https://www.process.org/discept/?p=1051	C:/PROCESS/PROCESS/www.process.org/discept/index29f2.html	(from https://www.process.org/discept/2015/01/06/where-the-witch-hunters-are-satanic-panic-and-mental-health-malpractice/)
06:21:30	2585/2585	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:11%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2015%2F01%2F06%2Fwhere-the-witch-hunters-are-satanic-panic-and-mental-health-malpractice%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed4b72.json	(from https://www.process.org/discept/2015/01/06/where-the-witch-hunters-are-satanic-panic-and-mental-health-malpractice/)
06:21:31	2672/2672	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:13%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2015%2F01%2F06%2Fwhere-the-witch-hunters-are-satanic-panic-and-mental-health-malpractice%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embede3f8	(from https://www.process.org/discept/2015/01/06/where-the-witch-hunters-are-satanic-panic-and-mental-health-malpractice/)
06:21:32	0/0	---M--	404	error ('Keine%20Auslanderen')	text/html	date:Fri,%2011%20Nov%202022%2006:20:14%20GMT	https://www.process.org/discept/wp-login.php?redirect_to=https://www.process.org/discept/2010/11/29/my-lie-an-interview-with-author-meredith-maran/	C:/PROCESS/PROCESS/www.process.org/discept/wp-logincf3e.php	(from https://www.process.org/discept/category/belief-systems/)
06:21:32	36454/36454	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:20:14%20GMT	https://www.process.org/discept/category/belief-systems/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/category/belief-systems/page/2/index.html	(from https://www.process.org/discept/category/belief-systems/)
06:21:33	358971/358971	---MCZ	200	added ('OK')	application/rss+xml	etag:%22106aa96ef923a7f83005504e48a57737-gzip%22	https://www.process.org/discept/category/belief-systems/feed/	C:/PROCESS/PROCESS/www.process.org/discept/category/belief-systems/feed/index.html	(from https://www.process.org/discept/category/belief-systems/)
06:21:34	2733/2733	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:15%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F11%2F09%2Fmental-health-malpractice-cover-up-castlewood-treatment-center-seeks-to-purchase-plaintiff-gag-order%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed3995.json	(from https://www.process.org/discept/2013/11/09/mental-health-malpractice-cover-up-castlewood-treatment-center-seeks-to-purchase-plaintiff-gag-order/)
06:21:34	438296/438296	---MCZ	200	added ('OK')	application/rss+xml	etag:%22106aa96ef923a7f83005504e48a57737-gzip%22	https://www.process.org/discept/category/bunco/feed/	C:/PROCESS/PROCESS/www.process.org/discept/category/bunco/feed/index.html	(from https://www.process.org/discept/category/bunco/)
06:21:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:15%20GMT	https://www.process.org/discept/?p=1031	C:/PROCESS/PROCESS/www.process.org/discept/index59fe.html	(from https://www.process.org/discept/2013/11/09/mental-health-malpractice-cover-up-castlewood-treatment-center-seeks-to-purchase-plaintiff-gag-order/)
06:21:35	2820/2820	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:17%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F11%2F09%2Fmental-health-malpractice-cover-up-castlewood-treatment-center-seeks-to-purchase-plaintiff-gag-order%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed8b49	(from https://www.process.org/discept/2013/11/09/mental-health-malpractice-cover-up-castlewood-treatment-center-seeks-to-purchase-plaintiff-gag-order/)
06:21:36	0/0	---M--	404	error ('Keine%20Auslanderen')	text/html	date:Fri,%2011%20Nov%202022%2006:20:18%20GMT	https://www.process.org/discept/wp-login.php?redirect_to=https://www.process.org/discept/2008/02/15/fear/	C:/PROCESS/PROCESS/www.process.org/discept/wp-login8411.php	(from https://www.process.org/discept/category/introspection/)
06:21:36	31886/31886	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:20:18%20GMT	https://www.process.org/discept/category/introspection/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/category/introspection/page/2/index.html	(from https://www.process.org/discept/category/introspection/)
06:21:36	101676/101676	---MCZ	200	added ('OK')	application/rss+xml	etag:%22106aa96ef923a7f83005504e48a57737-gzip%22	https://www.process.org/discept/category/introspection/feed/	C:/PROCESS/PROCESS/www.process.org/discept/category/introspection/feed/index.html	(from https://www.process.org/discept/category/introspection/)
06:21:36	37644/37644	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Nov%202022%2006:20:18%20GMT	https://www.process.org/discept/category/bunco/page/2/	C:/PROCESS/PROCESS/www.process.org/discept/category/bunco/page/2/index.html	(from https://www.process.org/discept/category/bunco/)
06:21:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:19%20GMT	https://www.process.org/discept/?p=1012	C:/PROCESS/PROCESS/www.process.org/discept/index8f57.html	(from https://www.process.org/discept/2013/07/11/dr-randy-noblitt-satanic-limb-transplants-and-the-music-of-mind-control/)
06:21:37	2591/2591	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:18%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F07%2F11%2Fdr-randy-noblitt-satanic-limb-transplants-and-the-music-of-mind-control%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed905b.json	(from https://www.process.org/discept/2013/07/11/dr-randy-noblitt-satanic-limb-transplants-and-the-music-of-mind-control/)
06:21:37	2678/2678	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:19%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F07%2F11%2Fdr-randy-noblitt-satanic-limb-transplants-and-the-music-of-mind-control%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embede98e	(from https://www.process.org/discept/2013/07/11/dr-randy-noblitt-satanic-limb-transplants-and-the-music-of-mind-control/)
06:21:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:20%20GMT	https://www.process.org/discept/?p=997	C:/PROCESS/PROCESS/www.process.org/discept/index7451.html	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:38	2410/2410	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:20%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F06%2F21%2Fsean-sellers-the-devil-and-death-row%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed1c69.json	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:38	2497/2497	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:20%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F06%2F21%2Fsean-sellers-the-devil-and-death-row%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed1ab7	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:39	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:21%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd4.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd4.70.delayed	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:40	27663/27663	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e211-6c0f%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd4.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd4.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:23%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd4-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd4-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:42	23653/23653	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e211-5c65%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd4-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd4-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:24%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd5.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd5.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:43	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:25%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd5-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd5-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:43	26993/26993	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e28d-6971%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd5.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd5.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:26%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd6.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd6.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:44	22418/22418	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e28d-5792%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd5-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd5-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:28%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd6-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd6-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:46	30689/30689	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e2c1-77e1%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd6.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd6.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:47	24032/24032	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e2c1-5de0%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd6-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd6-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:29%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd21.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd21.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:30%20GMT	http://www.process.org/discept/wp-content/uploads/2013/06/dd21-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd21-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:48	29799/29799	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e2ef-7467%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd21.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd21.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:49	23992/23992	---M--	200	added ('OK')	image/jpeg	etag:%2251c4e2ef-5db8%22	https://www.process.org/discept/wp-content/uploads/2013/06/dd21-300x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2013/06/dd21-300x150.jpg	(from https://www.process.org/discept/2013/06/21/sean-sellers-the-devil-and-death-row/)
06:21:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:32%20GMT	https://www.process.org/discept/?p=981	C:/PROCESS/PROCESS/www.process.org/discept/indexc56d.html	(from https://www.process.org/discept/2013/05/25/mark-schwartz-accused-of-malpractice-removed-from-castlewood-clinic-staff/)
06:21:50	2598/2598	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:31%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F05%2F25%2Fmark-schwartz-accused-of-malpractice-removed-from-castlewood-clinic-staff%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed5c96.json	(from https://www.process.org/discept/2013/05/25/mark-schwartz-accused-of-malpractice-removed-from-castlewood-clinic-staff/)
06:21:51	2685/2685	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:32%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2013%2F05%2F25%2Fmark-schwartz-accused-of-malpractice-removed-from-castlewood-clinic-staff%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embedea05	(from https://www.process.org/discept/2013/05/25/mark-schwartz-accused-of-malpractice-removed-from-castlewood-clinic-staff/)
06:21:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:33%20GMT	https://www.process.org/discept/?p=967	C:/PROCESS/PROCESS/www.process.org/discept/index2dce.html	(from https://www.process.org/discept/2012/10/19/open-letter-to-dr-phil-a-public-mental-health-menace/)
06:21:51	2535/2535	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:33%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2012%2F10%2F19%2Fopen-letter-to-dr-phil-a-public-mental-health-menace%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embedaf75.json	(from https://www.process.org/discept/2012/10/19/open-letter-to-dr-phil-a-public-mental-health-menace/)
06:21:52	2628/2628	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:34%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2012%2F10%2F19%2Fopen-letter-to-dr-phil-a-public-mental-health-menace%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embedcb3f	(from https://www.process.org/discept/2012/10/19/open-letter-to-dr-phil-a-public-mental-health-menace/)
06:21:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:35%20GMT	https://www.process.org/discept/?p=917	C:/PROCESS/PROCESS/www.process.org/discept/index4181.html	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:53	2430/2430	---MC-	200	added ('OK')	application/json	date:Fri,%2011%20Nov%202022%2006:20:35%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2012%2F07%2F31%2Fted-gunderson-death-of-a-public-paranoid%2F	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embed5e0a.json	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:54	2517/2517	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Nov%202022%2006:20:36%20GMT	https://www.process.org/discept/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.process.org%2Fdiscept%2F2012%2F07%2F31%2Fted-gunderson-death-of-a-public-paranoid%2F&format=xml	C:/PROCESS/PROCESS/www.process.org/discept/wp-json/oembed/1.0/embedad33	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:55	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:37%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/TG-App.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/TG-App.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:38%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/TG-App-791x1024.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/TG-App-791x1024.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:57	86912/86912	---M--	200	added ('OK')	image/png	etag:%2250182992-15380%22	https://www.process.org/discept/wp-content/uploads/2012/07/TG-App.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/TG-App.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:40%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/237.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/237.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:21:58	103045/103045	---M--	200	added ('OK')	image/png	etag:%2250182993-19285%22	https://www.process.org/discept/wp-content/uploads/2012/07/TG-App-791x1024.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/TG-App-791x1024.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:00	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:42%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/241.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/241.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:00	61326/61326	---M--	200	added ('OK')	image/png	etag:%22501880c7-ef8e%22	https://www.process.org/discept/wp-content/uploads/2012/07/237.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/237.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:02	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:44%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/252.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/252.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:02	78538/78538	---M--	200	added ('OK')	image/png	etag:%22501880e6-132ca%22	https://www.process.org/discept/wp-content/uploads/2012/07/241.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/241.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:46%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/261.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/261.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:05	56083/56083	---M--	200	added ('OK')	image/png	etag:%2250188182-db13%22	https://www.process.org/discept/wp-content/uploads/2012/07/252.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/252.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:07	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:48%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/271.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/271.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:07	61974/61974	---M--	200	added ('OK')	image/png	etag:%22501881a0-f216%22	https://www.process.org/discept/wp-content/uploads/2012/07/261.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/261.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:09	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:50%20GMT	http://www.process.org/discept/wp-content/uploads/2012/07/060873-gustave-moreau.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/060873-gustave-moreau.jpg	(from https://www.process.org/discept/page/2/)
06:22:09	68116/68116	---M--	200	added ('OK')	image/png	etag:%22501881c1-10a14%22	https://www.process.org/discept/wp-content/uploads/2012/07/271.png	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/271.png	(from https://www.process.org/discept/2012/07/31/ted-gunderson-death-of-a-public-paranoid/)
06:22:11	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:53%20GMT	http://www.process.org/discept/wp-content/uploads/2011/02/babies-300x225.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2011/02/babies-300x225.jpg	(from https://www.process.org/discept/page/2/)
06:22:11	65055/65055	---M--	200	added ('OK')	image/jpeg	etag:%224fff054e-fe1f%22	https://www.process.org/discept/wp-content/uploads/2012/07/060873-gustave-moreau.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2012/07/060873-gustave-moreau.jpg	(from https://www.process.org/discept/page/2/)
06:22:13	22040/22040	---M--	200	added ('OK')	image/jpeg	etag:%224f58dd1e-5618%22	https://www.process.org/discept/wp-content/uploads/2011/02/babies-300x225.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2011/02/babies-300x225.jpg	(from https://www.process.org/discept/page/2/)
06:22:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:55%20GMT	http://www.process.org/discept/wp-content/uploads/2010/11/lowres4-150x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2010/11/lowres4-150x150.jpg	(from https://www.process.org/discept/page/2/)
06:22:14	8597/8597	---M--	200	added ('OK')	image/jpeg	etag:%224f58dd1e-2195%22	https://www.process.org/discept/wp-content/uploads/2010/11/lowres4-150x150.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2010/11/lowres4-150x150.jpg	(from https://www.process.org/discept/page/2/)
06:22:14	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Nov%202022%2006:20:57%20GMT	http://www.process.org/discept/wp-content/uploads/2010/10/P22402081-225x300.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2010/10/P22402081-225x300.jpg	(from https://www.process.org/discept/page/2/)
06:22:15	15511/15511	---M--	200	added ('OK')	image/jpeg	etag:%224f58dd1e-3c97%22	https://www.process.org/discept/wp-content/uploads/2010/10/P22402081-225x300.jpg	C:/PROCESS/PROCESS/www.process.org/discept/wp-content/uploads/2010/10/P22402081-225x300.jpg	(from https://www.process.org/discept/page/2/)
06:22:16	0/0	---M--	404	error ('Keine%20Auslanderen')	text/html	date:Fri,%2011%20Nov%202022%2006:20:58%20GMT	https://www.process.org/discept/wp-login.php?redirect_to=https://www.process.org/discept/2008/12/15/myth-as-asylum-from-questioning/	C:/PROCESS/PROCESS/www.process.org/discept/wp-login20e1.php	(from https://www.process.org/discept/author/quaeler/)
